Year,Month,Day,Total Renewable Energy,Sector,Data Time
1987,6,25,2.428,Commerical,1987-06-25
1987,7,25,2.509,Commerical,1987-07-25
1987,8,25,2.509,Commerical,1987-08-25
1987,9,25,2.428,Commerical,1987-09-25
1987,10,25,2.509,Commerical,1987-10-25
1987,11,25,2.428,Commerical,1987-11-25
1987,12,25,2.509,Commerical,1987-12-25
1988,1,25,2.756,Commerical,1988-01-25
1988,2,25,2.578,Commerical,1988-02-25
1988,3,25,2.756,Commerical,1988-03-25
1988,4,25,2.667,Commerical,1988-04-25
1988,5,25,2.756,Commerical,1988-05-25
1988,6,25,2.667,Commerical,1988-06-25
1988,7,25,2.756,Commerical,1988-07-25
1988,8,25,2.756,Commerical,1988-08-25
1988,9,25,2.667,Commerical,1988-09-25
1988,10,25,2.756,Commerical,1988-10-25
1988,11,25,2.667,Commerical,1988-11-25
1988,12,25,2.756,Commerical,1988-12-25
1989,1,25,8.023,Commerical,1989-01-25
1989,2,25,7.331,Commerical,1989-02-25
1989,3,25,7.606,Commerical,1989-03-25
1989,4,25,7.689,Commerical,1989-04-25
1989,5,25,8.571,Commerical,1989-05-25
1989,6,25,8.413,Commerical,1989-06-25
1989,7,25,8.994,Commerical,1989-07-25
1989,8,25,8.905,Commerical,1989-08-25
1989,9,25,8.934,Commerical,1989-09-25
1989,10,25,9.255,Commerical,1989-10-25
1989,11,25,9.058,Commerical,1989-11-25
1989,12,25,8.979,Commerical,1989-12-25
1990,1,25,8.186,Commerical,1990-01-25
1990,2,25,7.469,Commerical,1990-02-25
1990,3,25,8.357,Commerical,1990-03-25
1990,4,25,7.999,Commerical,1990-04-25
1990,5,25,8.152,Commerical,1990-05-25
1990,6,25,8.03,Commerical,1990-06-25
1990,7,25,8.141,Commerical,1990-07-25
1990,8,25,8.297,Commerical,1990-08-25
1990,9,25,8.141,Commerical,1990-09-25
1990,10,25,8.364,Commerical,1990-10-25
1990,11,25,7.983,Commerical,1990-11-25
1990,12,25,8.204,Commerical,1990-12-25
1991,1,25,8.415,Commerical,1991-01-25
1991,2,25,7.517,Commerical,1991-02-25
1991,3,25,8.394,Commerical,1991-03-25
1991,4,25,8.195,Commerical,1991-04-25
1991,5,25,8.539,Commerical,1991-05-25
1991,6,25,8.209,Commerical,1991-06-25
1991,7,25,8.234,Commerical,1991-07-25
1991,8,25,8.486,Commerical,1991-08-25
1991,9,25,8.208,Commerical,1991-09-25
1991,10,25,8.146,Commerical,1991-10-25
1991,11,25,8.211,Commerical,1991-11-25
1991,12,25,8.322,Commerical,1991-12-25
1992,1,25,9.403,Commerical,1992-01-25
1992,2,25,8.829,Commerical,1992-02-25
1992,3,25,9.088,Commerical,1992-03-25
1992,4,25,8.57,Commerical,1992-04-25
1992,5,25,9.275,Commerical,1992-05-25
1992,6,25,9.027,Commerical,1992-06-25
1992,7,25,9.354,Commerical,1992-07-25
1992,8,25,9.332,Commerical,1992-08-25
1992,9,25,9.045,Commerical,1992-09-25
1992,10,25,9.048,Commerical,1992-10-25
1992,11,25,8.28,Commerical,1992-11-25
1992,12,25,9.377,Commerical,1992-12-25
1993,1,25,10.202,Commerical,1993-01-25
1993,2,25,8.77,Commerical,1993-02-25
1993,3,25,10.118,Commerical,1993-03-25
1993,4,25,8.968,Commerical,1993-04-25
1993,5,25,9.513,Commerical,1993-05-25
1993,6,25,9.348,Commerical,1993-06-25
1993,7,25,9.46,Commerical,1993-07-25
1993,8,25,9.068,Commerical,1993-08-25
1993,9,25,9.344,Commerical,1993-09-25
1993,10,25,9.527,Commerical,1993-10-25
1993,11,25,9.148,Commerical,1993-11-25
1993,12,25,9.535,Commerical,1993-12-25
1994,1,25,8.838,Commerical,1994-01-25
1994,2,25,8.308,Commerical,1994-02-25
1994,3,25,9.368,Commerical,1994-03-25
1994,4,25,8.852,Commerical,1994-04-25
1994,5,25,9.616,Commerical,1994-05-25
1994,6,25,9.352,Commerical,1994-06-25
1994,7,25,9.418,Commerical,1994-07-25
1994,8,25,9.352,Commerical,1994-08-25
1994,9,25,8.908,Commerical,1994-09-25
1994,10,25,9.651,Commerical,1994-10-25
1994,11,25,9.381,Commerical,1994-11-25
1994,12,25,9.977,Commerical,1994-12-25
1995,1,25,9.784,Commerical,1995-01-25
1995,2,25,8.713,Commerical,1995-02-25
1995,3,25,9.401,Commerical,1995-03-25
1995,4,25,10.126,Commerical,1995-04-25
1995,5,25,8.948,Commerical,1995-05-25
1995,6,25,9.864,Commerical,1995-06-25
1995,7,25,9.995,Commerical,1995-07-25
1995,8,25,10.195,Commerical,1995-08-25
1995,9,25,9.874,Commerical,1995-09-25
1995,10,25,10.413,Commerical,1995-10-25
1995,11,25,10.264,Commerical,1995-11-25
1995,12,25,10.139,Commerical,1995-12-25
1996,1,25,10.379,Commerical,1996-01-25
1996,2,25,10.382,Commerical,1996-02-25
1996,3,25,11.334,Commerical,1996-03-25
1996,4,25,10.541,Commerical,1996-04-25
1996,5,25,10.91,Commerical,1996-05-25
1996,6,25,11.429,Commerical,1996-06-25
1996,7,25,11.992,Commerical,1996-07-25
1996,8,25,10.781,Commerical,1996-08-25
1996,9,25,11.187,Commerical,1996-09-25
1996,10,25,12.195,Commerical,1996-10-25
1996,11,25,11.584,Commerical,1996-11-25
1996,12,25,11.965,Commerical,1996-12-25
1997,1,25,10.964,Commerical,1997-01-25
1997,2,25,10.617,Commerical,1997-02-25
1997,3,25,11.276,Commerical,1997-03-25
1997,4,25,11.679,Commerical,1997-04-25
1997,5,25,12.089,Commerical,1997-05-25
1997,6,25,11.318,Commerical,1997-06-25
1997,7,25,11.759,Commerical,1997-07-25
1997,8,25,11.811,Commerical,1997-08-25
1997,9,25,10.852,Commerical,1997-09-25
1997,10,25,11.941,Commerical,1997-10-25
1997,11,25,11.399,Commerical,1997-11-25
1997,12,25,11.811,Commerical,1997-12-25
1998,1,25,10.023,Commerical,1998-01-25
1998,2,25,9.427,Commerical,1998-02-25
1998,3,25,10.723,Commerical,1998-03-25
1998,4,25,10.434,Commerical,1998-04-25
1998,5,25,11.093,Commerical,1998-05-25
1998,6,25,9.88,Commerical,1998-06-25
1998,7,25,10.722,Commerical,1998-07-25
1998,8,25,10.737,Commerical,1998-08-25
1998,9,25,10.362,Commerical,1998-09-25
1998,10,25,11.018,Commerical,1998-10-25
1998,11,25,9.919,Commerical,1998-11-25
1998,12,25,11.773,Commerical,1998-12-25
1999,1,25,10.379,Commerical,1999-01-25
1999,2,25,9.995,Commerical,1999-02-25
1999,3,25,10.671,Commerical,1999-03-25
1999,4,25,10.904,Commerical,1999-04-25
1999,5,25,11.415,Commerical,1999-05-25
1999,6,25,10.987,Commerical,1999-06-25
1999,7,25,10.911,Commerical,1999-07-25
1999,8,25,10.623,Commerical,1999-08-25
1999,9,25,10.511,Commerical,1999-09-25
1999,10,25,10.667,Commerical,1999-10-25
1999,11,25,10.444,Commerical,1999-11-25
1999,12,25,10.494,Commerical,1999-12-25
2000,1,25,10.598,Commerical,2000-01-25
2000,2,25,10.336,Commerical,2000-02-25
2000,3,25,11.341,Commerical,2000-03-25
2000,4,25,11.106,Commerical,2000-04-25
2000,5,25,11.653,Commerical,2000-05-25
2000,6,25,10.464,Commerical,2000-06-25
2000,7,25,10.88,Commerical,2000-07-25
2000,8,25,10.708,Commerical,2000-08-25
2000,9,25,10.298,Commerical,2000-09-25
2000,10,25,10.829,Commerical,2000-10-25
2000,11,25,10.295,Commerical,2000-11-25
2000,12,25,8.715,Commerical,2000-12-25
2001,1,25,8.457,Commerical,2001-01-25
2001,2,25,7.692,Commerical,2001-02-25
2001,3,25,8.389,Commerical,2001-03-25
2001,4,25,8.165,Commerical,2001-04-25
2001,5,25,8.461,Commerical,2001-05-25
2001,6,25,8.384,Commerical,2001-06-25
2001,7,25,8.726,Commerical,2001-07-25
2001,8,25,8.701,Commerical,2001-08-25
2001,9,25,8.321,Commerical,2001-09-25
2001,10,25,8.402,Commerical,2001-10-25
2001,11,25,8.059,Commerical,2001-11-25
2001,12,25,8.621,Commerical,2001-12-25
2002,1,25,8.499,Commerical,2002-01-25
2002,2,25,7.676,Commerical,2002-02-25
2002,3,25,8.543,Commerical,2002-03-25
2002,4,25,8.4,Commerical,2002-04-25
2002,5,25,8.904,Commerical,2002-05-25
2002,6,25,8.717,Commerical,2002-06-25
2002,7,25,9.17,Commerical,2002-07-25
2002,8,25,9.217,Commerical,2002-08-25
2002,9,25,8.785,Commerical,2002-09-25
2002,10,25,8.937,Commerical,2002-10-25
2002,11,25,8.66,Commerical,2002-11-25
2002,12,25,8.545,Commerical,2002-12-25
2003,1,25,9.564,Commerical,2003-01-25
2003,2,25,8.552,Commerical,2003-02-25
2003,3,25,9.505,Commerical,2003-03-25
2003,4,25,9.282,Commerical,2003-04-25
2003,5,25,9.63,Commerical,2003-05-25
2003,6,25,9.348,Commerical,2003-06-25
2003,7,25,9.709,Commerical,2003-07-25
2003,8,25,9.674,Commerical,2003-08-25
2003,9,25,9.189,Commerical,2003-09-25
2003,10,25,9.491,Commerical,2003-10-25
2003,11,25,9.164,Commerical,2003-11-25
2003,12,25,9.729,Commerical,2003-12-25
2004,1,25,9.897,Commerical,2004-01-25
2004,2,25,9.297,Commerical,2004-02-25
2004,3,25,9.843,Commerical,2004-03-25
2004,4,25,9.769,Commerical,2004-04-25
2004,5,25,10.048,Commerical,2004-05-25
2004,6,25,9.786,Commerical,2004-06-25
2004,7,25,10.04,Commerical,2004-07-25
2004,8,25,10.022,Commerical,2004-08-25
2004,9,25,9.65,Commerical,2004-09-25
2004,10,25,9.835,Commerical,2004-10-25
2004,11,25,9.77,Commerical,2004-11-25
2004,12,25,10.099,Commerical,2004-12-25
2005,1,25,10.115,Commerical,2005-01-25
2005,2,25,9.259,Commerical,2005-02-25
2005,3,25,10.119,Commerical,2005-03-25
2005,4,25,9.66,Commerical,2005-04-25
2005,5,25,10.228,Commerical,2005-05-25
2005,6,25,10.062,Commerical,2005-06-25
2005,7,25,10.318,Commerical,2005-07-25
2005,8,25,10.18,Commerical,2005-08-25
2005,9,25,9.828,Commerical,2005-09-25
2005,10,25,9.849,Commerical,2005-10-25
2005,11,25,9.817,Commerical,2005-11-25
2005,12,25,10.149,Commerical,2005-12-25
2006,1,25,10.064,Commerical,2006-01-25
2006,2,25,9.157,Commerical,2006-02-25
2006,3,25,9.595,Commerical,2006-03-25
2006,4,25,9.626,Commerical,2006-04-25
2006,5,25,10.328,Commerical,2006-05-25
2006,6,25,9.777,Commerical,2006-06-25
2006,7,25,9.964,Commerical,2006-07-25
2006,8,25,9.972,Commerical,2006-08-25
2006,9,25,9.591,Commerical,2006-09-25
2006,10,25,9.905,Commerical,2006-10-25
2006,11,25,9.752,Commerical,2006-11-25
2006,12,25,10.084,Commerical,2006-12-25
2007,1,25,10.074,Commerical,2007-01-25
2007,2,25,8.966,Commerical,2007-02-25
2007,3,25,10.058,Commerical,2007-03-25
2007,4,25,9.741,Commerical,2007-04-25
2007,5,25,10.089,Commerical,2007-05-25
2007,6,25,9.788,Commerical,2007-06-25
2007,7,25,10.121,Commerical,2007-07-25
2007,8,25,9.999,Commerical,2007-08-25
2007,9,25,9.652,Commerical,2007-09-25
2007,10,25,10.073,Commerical,2007-10-25
2007,11,25,9.879,Commerical,2007-11-25
2007,12,25,10.115,Commerical,2007-12-25
2008,1,25,10.513,Commerical,2008-01-25
2008,2,25,9.818,Commerical,2008-02-25
2008,3,25,10.482,Commerical,2008-03-25
2008,4,25,10.541,Commerical,2008-04-25
2008,5,25,10.764,Commerical,2008-05-25
2008,6,25,10.581,Commerical,2008-06-25
2008,7,25,10.733,Commerical,2008-07-25
2008,8,25,10.754,Commerical,2008-08-25
2008,9,25,10.448,Commerical,2008-09-25
2008,10,25,10.556,Commerical,2008-10-25
2008,11,25,10.333,Commerical,2008-11-25
2008,12,25,10.608,Commerical,2008-12-25
2009,1,25,10.878,Commerical,2009-01-25
2009,2,25,9.794,Commerical,2009-02-25
2009,3,25,11.151,Commerical,2009-03-25
2009,4,25,10.856,Commerical,2009-04-25
2009,5,25,11.331,Commerical,2009-05-25
2009,6,25,11.026,Commerical,2009-06-25
2009,7,25,11.259,Commerical,2009-07-25
2009,8,25,11.359,Commerical,2009-08-25
2009,9,25,10.72,Commerical,2009-09-25
2009,10,25,11.003,Commerical,2009-10-25
2009,11,25,10.798,Commerical,2009-11-25
2009,12,25,11.064,Commerical,2009-12-25
2010,1,25,11.114,Commerical,2010-01-25
2010,2,25,9.969,Commerical,2010-02-25
2010,3,25,11.29,Commerical,2010-03-25
2010,4,25,11.276,Commerical,2010-04-25
2010,5,25,11.953,Commerical,2010-05-25
2010,6,25,11.294,Commerical,2010-06-25
2010,7,25,11.468,Commerical,2010-07-25
2010,8,25,11.579,Commerical,2010-08-25
2010,9,25,10.998,Commerical,2010-09-25
2010,10,25,10.978,Commerical,2010-10-25
2010,11,25,10.639,Commerical,2010-11-25
2010,12,25,11.028,Commerical,2010-12-25
2011,1,25,11.496,Commerical,2011-01-25
2011,2,25,10.566,Commerical,2011-02-25
2011,3,25,11.739,Commerical,2011-03-25
2011,4,25,11.474,Commerical,2011-04-25
2011,5,25,12.088,Commerical,2011-05-25
2011,6,25,11.952,Commerical,2011-06-25
2011,7,25,12.244,Commerical,2011-07-25
2011,8,25,12.357,Commerical,2011-08-25
2011,9,25,11.722,Commerical,2011-09-25
2011,10,25,11.854,Commerical,2011-10-25
2011,11,25,11.71,Commerical,2011-11-25
2011,12,25,11.941,Commerical,2011-12-25
2012,1,25,11.392,Commerical,2012-01-25
2012,2,25,10.846,Commerical,2012-02-25
2012,3,25,11.597,Commerical,2012-03-25
2012,4,25,11.464,Commerical,2012-04-25
2012,5,25,11.932,Commerical,2012-05-25
2012,6,25,11.562,Commerical,2012-06-25
2012,7,25,12.014,Commerical,2012-07-25
2012,8,25,12.136,Commerical,2012-08-25
2012,9,25,11.603,Commerical,2012-09-25
2012,10,25,11.878,Commerical,2012-10-25
2012,11,25,11.306,Commerical,2012-11-25
2012,12,25,11.683,Commerical,2012-12-25
2013,1,25,12.472,Commerical,2013-01-25
2013,2,25,11.396,Commerical,2013-02-25
2013,3,25,13.085,Commerical,2013-03-25
2013,4,25,12.74,Commerical,2013-04-25
2013,5,25,13.398,Commerical,2013-05-25
2013,6,25,13.191,Commerical,2013-06-25
2013,7,25,13.562,Commerical,2013-07-25
2013,8,25,13.555,Commerical,2013-08-25
2013,9,25,12.949,Commerical,2013-09-25
2013,10,25,13.111,Commerical,2013-10-25
2013,11,25,12.518,Commerical,2013-11-25
2013,12,25,13.002,Commerical,2013-12-25
2014,1,25,14.094,Commerical,2014-01-25
2014,2,25,12.331,Commerical,2014-02-25
2014,3,25,13.888,Commerical,2014-03-25
2014,4,25,13.59,Commerical,2014-04-25
2014,5,25,14.346,Commerical,2014-05-25
2014,6,25,14.181,Commerical,2014-06-25
2014,7,25,14.677,Commerical,2014-07-25
2014,8,25,14.576,Commerical,2014-08-25
2014,9,25,13.835,Commerical,2014-09-25
2014,10,25,13.816,Commerical,2014-10-25
2014,11,25,13.069,Commerical,2014-11-25
2014,12,25,13.496,Commerical,2014-12-25
2015,1,25,15.6,Commerical,2015-01-25
2015,2,25,14.326,Commerical,2015-02-25
2015,3,25,16.209,Commerical,2015-03-25
2015,4,25,16.005,Commerical,2015-04-25
2015,5,25,16.64,Commerical,2015-05-25
2015,6,25,16.332,Commerical,2015-06-25
2015,7,25,17.224,Commerical,2015-07-25
2015,8,25,16.859,Commerical,2015-08-25
2015,9,25,16.285,Commerical,2015-09-25
2015,10,25,16.029,Commerical,2015-10-25
2015,11,25,15.541,Commerical,2015-11-25
2015,12,25,15.91,Commerical,2015-12-25
2016,1,25,16.191,Commerical,2016-01-25
2016,2,25,15.497,Commerical,2016-02-25
2016,3,25,16.968,Commerical,2016-03-25
2016,4,25,16.574,Commerical,2016-04-25
2016,5,25,17.216,Commerical,2016-05-25
2016,6,25,17.11,Commerical,2016-06-25
2016,7,25,17.69,Commerical,2016-07-25
2016,8,25,17.7,Commerical,2016-08-25
2016,9,25,16.782,Commerical,2016-09-25
2016,10,25,16.726,Commerical,2016-10-25
2016,11,25,16.201,Commerical,2016-11-25
2016,12,25,16.721,Commerical,2016-12-25
2017,1,25,16.834,Commerical,2017-01-25
2017,2,25,15.436,Commerical,2017-02-25
2017,3,25,17.219,Commerical,2017-03-25
2017,4,25,17.046,Commerical,2017-04-25
2017,5,25,17.885,Commerical,2017-05-25
2017,6,25,17.551,Commerical,2017-06-25
2017,7,25,18.041,Commerical,2017-07-25
2017,8,25,18.058,Commerical,2017-08-25
2017,9,25,16.783,Commerical,2017-09-25
2017,10,25,17.027,Commerical,2017-10-25
2017,11,25,16.55,Commerical,2017-11-25
2017,12,25,16.965,Commerical,2017-12-25
2018,1,25,17.105,Commerical,2018-01-25
2018,2,25,15.879,Commerical,2018-02-25
2018,3,25,18.072,Commerical,2018-03-25
2018,4,25,17.728,Commerical,2018-04-25
2018,5,25,18.749,Commerical,2018-05-25
2018,6,25,18.382,Commerical,2018-06-25
2018,7,25,18.847,Commerical,2018-07-25
2018,8,25,18.881,Commerical,2018-08-25
2018,9,25,17.363,Commerical,2018-09-25
2018,10,25,17.691,Commerical,2018-10-25
2018,11,25,16.773,Commerical,2018-11-25
2018,12,25,17.411,Commerical,2018-12-25
2019,1,25,17.183,Commerical,2019-01-25
2019,2,25,16.013,Commerical,2019-02-25
2019,3,25,18.082,Commerical,2019-03-25
2019,4,25,17.483,Commerical,2019-04-25
2019,5,25,18.2,Commerical,2019-05-25
2019,6,25,18.236,Commerical,2019-06-25
2019,7,25,18.735,Commerical,2019-07-25
2019,8,25,18.608,Commerical,2019-08-25
2019,9,25,17.587,Commerical,2019-09-25
2019,10,25,17.651,Commerical,2019-10-25
2019,11,25,16.582,Commerical,2019-11-25
2019,12,25,16.913,Commerical,2019-12-25
2020,1,25,17.509,Commerical,2020-01-25
2020,2,25,16.839,Commerical,2020-02-25
2020,3,25,18.175,Commerical,2020-03-25
2020,4,25,17.315,Commerical,2020-04-25
2020,5,25,18.89,Commerical,2020-05-25
2020,6,25,18.826,Commerical,2020-06-25
2020,7,25,19.345,Commerical,2020-07-25
2020,8,25,19.082,Commerical,2020-08-25
2020,9,25,17.97,Commerical,2020-09-25
2020,10,25,17.7,Commerical,2020-10-25
2020,11,25,16.735,Commerical,2020-11-25
2020,12,25,17.011,Commerical,2020-12-25
2021,1,25,17.299,Commerical,2021-01-25
2021,2,25,16.172,Commerical,2021-02-25
2021,3,25,18.934,Commerical,2021-03-25
2021,4,25,18.925,Commerical,2021-04-25
2021,5,25,19.816,Commerical,2021-05-25
2021,6,25,19.781,Commerical,2021-06-25
2021,7,25,20.612,Commerical,2021-07-25
2021,8,25,20.307,Commerical,2021-08-25
2021,9,25,19.182,Commerical,2021-09-25
2021,10,25,18.695,Commerical,2021-10-25
2021,11,25,17.521,Commerical,2021-11-25
2021,12,25,17.898,Commerical,2021-12-25
2022,1,25,21.185,Commerical,2022-01-25
2022,2,25,20.118,Commerical,2022-02-25
2022,3,25,23.003,Commerical,2022-03-25
2022,4,25,23.005,Commerical,2022-04-25
2022,5,25,24.349,Commerical,2022-05-25
2022,6,25,24.33,Commerical,2022-06-25
2022,7,25,24.827,Commerical,2022-07-25
2022,8,25,24.64,Commerical,2022-08-25
2022,9,25,22.903,Commerical,2022-09-25
2022,10,25,22.674,Commerical,2022-10-25
2022,11,25,21.411,Commerical,2022-11-25
2022,12,25,21.113,Commerical,2022-12-25
2023,1,25,21.421,Commerical,2023-01-25
2023,2,25,20.002,Commerical,2023-02-25
2023,3,25,23.031,Commerical,2023-03-25
2023,4,25,23.003,Commerical,2023-04-25
2023,5,25,24.349,Commerical,2023-05-25
2023,6,25,24.24,Commerical,2023-06-25
