Year,Month,Day,Total Renewable Energy,Sector,Data Time
1977,9,25,57.496,Electric Power,1977-09-25
1977,10,25,60.19,Electric Power,1977-10-25
1977,11,25,70.993,Electric Power,1977-11-25
1977,12,25,78.948,Electric Power,1977-12-25
1978,1,25,86.988,Electric Power,1978-01-25
1978,2,25,77.068,Electric Power,1978-02-25
1978,3,25,85.191,Electric Power,1978-03-25
1978,4,25,87.16,Electric Power,1978-04-25
1978,5,25,98.866,Electric Power,1978-05-25
1978,6,25,86.585,Electric Power,1978-06-25
1978,7,25,84.389,Electric Power,1978-07-25
1978,8,25,77.07,Electric Power,1978-08-25
1978,9,25,73.523,Electric Power,1978-09-25
1978,10,25,67.613,Electric Power,1978-10-25
1978,11,25,69.287,Electric Power,1978-11-25
1978,12,25,76.707,Electric Power,1978-12-25
1979,1,25,86.668,Electric Power,1979-01-25
1979,2,25,73.841,Electric Power,1979-02-25
1979,3,25,90.117,Electric Power,1979-03-25
1979,4,25,88.061,Electric Power,1979-04-25
1979,5,25,100.238,Electric Power,1979-05-25
1979,6,25,86.67,Electric Power,1979-06-25
1979,7,25,79.153,Electric Power,1979-07-25
1979,8,25,74.242,Electric Power,1979-08-25
1979,9,25,66.26,Electric Power,1979-09-25
1979,10,25,70.422,Electric Power,1979-10-25
1979,11,25,77.973,Electric Power,1979-11-25
1979,12,25,79.397,Electric Power,1979-12-25
1980,1,25,87.934,Electric Power,1980-01-25
1980,2,25,74.564,Electric Power,1980-02-25
1980,3,25,84.681,Electric Power,1980-03-25
1980,4,25,89.489,Electric Power,1980-04-25
1980,5,25,100.254,Electric Power,1980-05-25
1980,6,25,96.004,Electric Power,1980-06-25
1980,7,25,85.284,Electric Power,1980-07-25
1980,8,25,71.733,Electric Power,1980-08-25
1980,9,25,64.936,Electric Power,1980-09-25
1980,10,25,63.063,Electric Power,1980-10-25
1980,11,25,67.616,Electric Power,1980-11-25
1980,12,25,78.034,Electric Power,1980-12-25
1981,1,25,78.308,Electric Power,1981-01-25
1981,2,25,73.891,Electric Power,1981-02-25
1981,3,25,72.318,Electric Power,1981-03-25
1981,4,25,72.674,Electric Power,1981-04-25
1981,5,25,83.982,Electric Power,1981-05-25
1981,6,25,91.695,Electric Power,1981-06-25
1981,7,25,87.681,Electric Power,1981-07-25
1981,8,25,75.693,Electric Power,1981-08-25
1981,9,25,62.915,Electric Power,1981-09-25
1981,10,25,63.802,Electric Power,1981-10-25
1981,11,25,66.531,Electric Power,1981-11-25
1981,12,25,83.208,Electric Power,1981-12-25
1982,1,25,93.389,Electric Power,1982-01-25
1982,2,25,92.572,Electric Power,1982-02-25
1982,3,25,103.248,Electric Power,1982-03-25
1982,4,25,96.532,Electric Power,1982-04-25
1982,5,25,96.878,Electric Power,1982-05-25
1982,6,25,97.09,Electric Power,1982-06-25
1982,7,25,94.967,Electric Power,1982-07-25
1982,8,25,83.328,Electric Power,1982-08-25
1982,9,25,69.689,Electric Power,1982-09-25
1982,10,25,69.427,Electric Power,1982-10-25
1982,11,25,81.47,Electric Power,1982-11-25
1982,12,25,96.323,Electric Power,1982-12-25
1983,1,25,101.636,Electric Power,1983-01-25
1983,2,25,96.873,Electric Power,1983-02-25
1983,3,25,105.127,Electric Power,1983-03-25
1983,4,25,103.927,Electric Power,1983-04-25
1983,5,25,107.856,Electric Power,1983-05-25
1983,6,25,106.532,Electric Power,1983-06-25
1983,7,25,98.061,Electric Power,1983-07-25
1983,8,25,90.882,Electric Power,1983-08-25
1983,9,25,76.639,Electric Power,1983-09-25
1983,10,25,73.483,Electric Power,1983-10-25
1983,11,25,86.637,Electric Power,1983-11-25
1983,12,25,110.294,Electric Power,1983-12-25
1984,1,25,103.743,Electric Power,1984-01-25
1984,2,25,97.713,Electric Power,1984-02-25
1984,3,25,106.74,Electric Power,1984-03-25
1984,4,25,104.967,Electric Power,1984-04-25
1984,5,25,111.208,Electric Power,1984-05-25
1984,6,25,100.759,Electric Power,1984-06-25
1984,7,25,96.537,Electric Power,1984-07-25
1984,8,25,88.995,Electric Power,1984-08-25
1984,9,25,74.383,Electric Power,1984-09-25
1984,10,25,74.802,Electric Power,1984-10-25
1984,11,25,79.64,Electric Power,1984-11-25
1984,12,25,91.978,Electric Power,1984-12-25
1985,1,25,97.991,Electric Power,1985-01-25
1985,2,25,91.952,Electric Power,1985-02-25
1985,3,25,88.179,Electric Power,1985-03-25
1985,4,25,86.524,Electric Power,1985-04-25
1985,5,25,93.562,Electric Power,1985-05-25
1985,6,25,84.647,Electric Power,1985-06-25
1985,7,25,76.487,Electric Power,1985-07-25
1985,8,25,72.274,Electric Power,1985-08-25
1985,9,25,67.918,Electric Power,1985-09-25
1985,10,25,72.127,Electric Power,1985-10-25
1985,11,25,82.744,Electric Power,1985-11-25
1985,12,25,91.196,Electric Power,1985-12-25
1986,1,25,77.574,Electric Power,1986-01-25
1986,2,25,83.127,Electric Power,1986-02-25
1986,3,25,101.055,Electric Power,1986-03-25
1986,4,25,97.491,Electric Power,1986-04-25
1986,5,25,96.468,Electric Power,1986-05-25
1986,6,25,93.37,Electric Power,1986-06-25
1986,7,25,86.39,Electric Power,1986-07-25
1986,8,25,76.712,Electric Power,1986-08-25
1986,9,25,75.828,Electric Power,1986-09-25
1986,10,25,76.439,Electric Power,1986-10-25
1986,11,25,82.432,Electric Power,1986-11-25
1986,12,25,92.999,Electric Power,1986-12-25
1987,1,25,91.034,Electric Power,1987-01-25
1987,2,25,76.407,Electric Power,1987-02-25
1987,3,25,83.723,Electric Power,1987-03-25
1987,4,25,79.191,Electric Power,1987-04-25
1987,5,25,86.8,Electric Power,1987-05-25
1987,6,25,75.842,Electric Power,1987-06-25
1987,7,25,73.674,Electric Power,1987-07-25
1987,8,25,67.728,Electric Power,1987-08-25
1987,9,25,66.335,Electric Power,1987-09-25
1987,10,25,65.531,Electric Power,1987-10-25
1987,11,25,61.657,Electric Power,1987-11-25
1987,12,25,76.241,Electric Power,1987-12-25
1988,1,25,79.595,Electric Power,1988-01-25
1988,2,25,69.085,Electric Power,1988-02-25
1988,3,25,71.065,Electric Power,1988-03-25
1988,4,25,69.419,Electric Power,1988-04-25
1988,5,25,76.41,Electric Power,1988-05-25
1988,6,25,68.715,Electric Power,1988-06-25
1988,7,25,62.436,Electric Power,1988-07-25
1988,8,25,60.967,Electric Power,1988-08-25
1988,9,25,59.972,Electric Power,1988-09-25
1988,10,25,56.041,Electric Power,1988-10-25
1988,11,25,67.235,Electric Power,1988-11-25
1988,12,25,72.193,Electric Power,1988-12-25
1989,1,25,93.684,Electric Power,1989-01-25
1989,2,25,84.661,Electric Power,1989-02-25
1989,3,25,98.261,Electric Power,1989-03-25
1989,4,25,103.157,Electric Power,1989-04-25
1989,5,25,119.122,Electric Power,1989-05-25
1989,6,25,112.802,Electric Power,1989-06-25
1989,7,25,104.34,Electric Power,1989-07-25
1989,8,25,96.322,Electric Power,1989-08-25
1989,9,25,92.949,Electric Power,1989-09-25
1989,10,25,97.907,Electric Power,1989-10-25
1989,11,25,101.947,Electric Power,1989-11-25
1989,12,25,102.705,Electric Power,1989-12-25
1990,1,25,114.754,Electric Power,1990-01-25
1990,2,25,116.103,Electric Power,1990-02-25
1990,3,25,131.877,Electric Power,1990-03-25
1990,4,25,121.551,Electric Power,1990-04-25
1990,5,25,124.569,Electric Power,1990-05-25
1990,6,25,125.322,Electric Power,1990-06-25
1990,7,25,113.698,Electric Power,1990-07-25
1990,8,25,107.982,Electric Power,1990-08-25
1990,9,25,93.727,Electric Power,1990-09-25
1990,10,25,98.995,Electric Power,1990-10-25
1990,11,25,101.729,Electric Power,1990-11-25
1990,12,25,118.269,Electric Power,1990-12-25
1991,1,25,129.073,Electric Power,1991-01-25
1991,2,25,108.877,Electric Power,1991-02-25
1991,3,25,124.924,Electric Power,1991-03-25
1991,4,25,122.114,Electric Power,1991-04-25
1991,5,25,134.431,Electric Power,1991-05-25
1991,6,25,124.269,Electric Power,1991-06-25
1991,7,25,117.949,Electric Power,1991-07-25
1991,8,25,114.567,Electric Power,1991-08-25
1991,9,25,103.887,Electric Power,1991-09-25
1991,10,25,98.099,Electric Power,1991-10-25
1991,11,25,102.687,Electric Power,1991-11-25
1991,12,25,115.527,Electric Power,1991-12-25
1992,1,25,120.775,Electric Power,1992-01-25
1992,2,25,103.243,Electric Power,1992-02-25
1992,3,25,114.113,Electric Power,1992-03-25
1992,4,25,102.605,Electric Power,1992-04-25
1992,5,25,113.131,Electric Power,1992-05-25
1992,6,25,117.758,Electric Power,1992-06-25
1992,7,25,110.288,Electric Power,1992-07-25
1992,8,25,107.155,Electric Power,1992-08-25
1992,9,25,100.447,Electric Power,1992-09-25
1992,10,25,99.415,Electric Power,1992-10-25
1992,11,25,105.663,Electric Power,1992-11-25
1992,12,25,127.196,Electric Power,1992-12-25
1993,1,25,135.892,Electric Power,1993-01-25
1993,2,25,110.393,Electric Power,1993-02-25
1993,3,25,130.269,Electric Power,1993-03-25
1993,4,25,126.982,Electric Power,1993-04-25
1993,5,25,138.753,Electric Power,1993-05-25
1993,6,25,129.146,Electric Power,1993-06-25
1993,7,25,119.764,Electric Power,1993-07-25
1993,8,25,109.709,Electric Power,1993-08-25
1993,9,25,102.772,Electric Power,1993-09-25
1993,10,25,103.087,Electric Power,1993-10-25
1993,11,25,105.799,Electric Power,1993-11-25
1993,12,25,118.081,Electric Power,1993-12-25
1994,1,25,113.686,Electric Power,1994-01-25
1994,2,25,106.108,Electric Power,1994-02-25
1994,3,25,121.933,Electric Power,1994-03-25
1994,4,25,120.978,Electric Power,1994-04-25
1994,5,25,124.738,Electric Power,1994-05-25
1994,6,25,122.731,Electric Power,1994-06-25
1994,7,25,121.582,Electric Power,1994-07-25
1994,8,25,108.7,Electric Power,1994-08-25
1994,9,25,93.698,Electric Power,1994-09-25
1994,10,25,104.1,Electric Power,1994-10-25
1994,11,25,108.484,Electric Power,1994-11-25
1994,12,25,120.245,Electric Power,1994-12-25
1995,1,25,119.949,Electric Power,1995-01-25
1995,2,25,114.39,Electric Power,1995-02-25
1995,3,25,128.739,Electric Power,1995-03-25
1995,4,25,123.899,Electric Power,1995-04-25
1995,5,25,123.03,Electric Power,1995-05-25
1995,6,25,139.459,Electric Power,1995-06-25
1995,7,25,135.956,Electric Power,1995-07-25
1995,8,25,129.479,Electric Power,1995-08-25
1995,9,25,110.12,Electric Power,1995-09-25
1995,10,25,125.674,Electric Power,1995-10-25
1995,11,25,131.19,Electric Power,1995-11-25
1995,12,25,139.978,Electric Power,1995-12-25
1996,1,25,138.958,Electric Power,1996-01-25
1996,2,25,141.289,Electric Power,1996-02-25
1996,3,25,153.355,Electric Power,1996-03-25
1996,4,25,139.886,Electric Power,1996-04-25
1996,5,25,147.1,Electric Power,1996-05-25
1996,6,25,150.146,Electric Power,1996-06-25
1996,7,25,145.876,Electric Power,1996-07-25
1996,8,25,131.816,Electric Power,1996-08-25
1996,9,25,117.044,Electric Power,1996-09-25
1996,10,25,126.512,Electric Power,1996-10-25
1996,11,25,126.284,Electric Power,1996-11-25
1996,12,25,145.743,Electric Power,1996-12-25
1997,1,25,150.593,Electric Power,1997-01-25
1997,2,25,142.577,Electric Power,1997-02-25
1997,3,25,156.9,Electric Power,1997-03-25
1997,4,25,151.632,Electric Power,1997-04-25
1997,5,25,160.443,Electric Power,1997-05-25
1997,6,25,155.926,Electric Power,1997-06-25
1997,7,25,150.712,Electric Power,1997-07-25
1997,8,25,135.848,Electric Power,1997-08-25
1997,9,25,118.095,Electric Power,1997-09-25
1997,10,25,131.191,Electric Power,1997-10-25
1997,11,25,122.268,Electric Power,1997-11-25
1997,12,25,129.408,Electric Power,1997-12-25
1998,1,25,138.463,Electric Power,1998-01-25
1998,2,25,136.269,Electric Power,1998-02-25
1998,3,25,148.443,Electric Power,1998-03-25
1998,4,25,136.338,Electric Power,1998-04-25
1998,5,25,154.781,Electric Power,1998-05-25
1998,6,25,142.435,Electric Power,1998-06-25
1998,7,25,140.359,Electric Power,1998-07-25
1998,8,25,129.117,Electric Power,1998-08-25
1998,9,25,113.481,Electric Power,1998-09-25
1998,10,25,110.691,Electric Power,1998-10-25
1998,11,25,105.656,Electric Power,1998-11-25
1998,12,25,135.469,Electric Power,1998-12-25
1999,1,25,142.744,Electric Power,1999-01-25
1999,2,25,136.2,Electric Power,1999-02-25
1999,3,25,147.294,Electric Power,1999-03-25
1999,4,25,136.564,Electric Power,1999-04-25
1999,5,25,148.047,Electric Power,1999-05-25
1999,6,25,147.08,Electric Power,1999-06-25
1999,7,25,145.965,Electric Power,1999-07-25
1999,8,25,130.184,Electric Power,1999-08-25
1999,9,25,113.114,Electric Power,1999-09-25
1999,10,25,107.932,Electric Power,1999-10-25
1999,11,25,114.447,Electric Power,1999-11-25
1999,12,25,124.874,Electric Power,1999-12-25
2000,1,25,126.069,Electric Power,2000-01-25
2000,2,25,120.215,Electric Power,2000-02-25
2000,3,25,137.556,Electric Power,2000-03-25
2000,4,25,142.999,Electric Power,2000-04-25
2000,5,25,141.278,Electric Power,2000-05-25
2000,6,25,126.051,Electric Power,2000-06-25
2000,7,25,125.75,Electric Power,2000-07-25
2000,8,25,117.615,Electric Power,2000-08-25
2000,9,25,100.428,Electric Power,2000-09-25
2000,10,25,103.048,Electric Power,2000-10-25
2000,11,25,108.789,Electric Power,2000-11-25
2000,12,25,97.613,Electric Power,2000-12-25
2001,1,25,97.919,Electric Power,2001-01-25
2001,2,25,89.163,Electric Power,2001-02-25
2001,3,25,102.673,Electric Power,2001-03-25
2001,4,25,93.221,Electric Power,2001-04-25
2001,5,25,98.196,Electric Power,2001-05-25
2001,6,25,105.696,Electric Power,2001-06-25
2001,7,25,97.61,Electric Power,2001-07-25
2001,8,25,99.965,Electric Power,2001-08-25
2001,9,25,84.753,Electric Power,2001-09-25
2001,10,25,84.822,Electric Power,2001-10-25
2001,11,25,84.328,Electric Power,2001-11-25
2001,12,25,99.827,Electric Power,2001-12-25
2002,1,25,112.195,Electric Power,2002-01-25
2002,2,25,101.062,Electric Power,2002-02-25
2002,3,25,110.216,Electric Power,2002-03-25
2002,4,25,118.274,Electric Power,2002-04-25
2002,5,25,128.21,Electric Power,2002-05-25
2002,6,25,134.759,Electric Power,2002-06-25
2002,7,25,127.356,Electric Power,2002-07-25
2002,8,25,112.908,Electric Power,2002-08-25
2002,9,25,97.522,Electric Power,2002-09-25
2002,10,25,95.877,Electric Power,2002-10-25
2002,11,25,103.97,Electric Power,2002-11-25
2002,12,25,113.089,Electric Power,2002-12-25
2003,1,25,110.511,Electric Power,2003-01-25
2003,2,25,103.045,Electric Power,2003-02-25
2003,3,25,122.327,Electric Power,2003-03-25
2003,4,25,122.595,Electric Power,2003-04-25
2003,5,25,137.489,Electric Power,2003-05-25
2003,6,25,136.776,Electric Power,2003-06-25
2003,7,25,126.645,Electric Power,2003-07-25
2003,8,25,119.952,Electric Power,2003-08-25
2003,9,25,102.049,Electric Power,2003-09-25
2003,10,25,101.177,Electric Power,2003-10-25
2003,11,25,106.223,Electric Power,2003-11-25
2003,12,25,123.987,Electric Power,2003-12-25
2004,1,25,117.939,Electric Power,2004-01-25
2004,2,25,109.225,Electric Power,2004-02-25
2004,3,25,118.907,Electric Power,2004-03-25
2004,4,25,109.238,Electric Power,2004-04-25
2004,5,25,122.835,Electric Power,2004-05-25
2004,6,25,125.733,Electric Power,2004-06-25
2004,7,25,122.42,Electric Power,2004-07-25
2004,8,25,114.776,Electric Power,2004-08-25
2004,9,25,108.545,Electric Power,2004-09-25
2004,10,25,102.917,Electric Power,2004-10-25
2004,11,25,109.707,Electric Power,2004-11-25
2004,12,25,130.978,Electric Power,2004-12-25
2005,1,25,124.095,Electric Power,2005-01-25
2005,2,25,111.034,Electric Power,2005-02-25
2005,3,25,121.267,Electric Power,2005-03-25
2005,4,25,117.849,Electric Power,2005-04-25
2005,5,25,135.965,Electric Power,2005-05-25
2005,6,25,134.888,Electric Power,2005-06-25
2005,7,25,133.724,Electric Power,2005-07-25
2005,8,25,117.618,Electric Power,2005-08-25
2005,9,25,101.495,Electric Power,2005-09-25
2005,10,25,102.159,Electric Power,2005-10-25
2005,11,25,108.684,Electric Power,2005-11-25
2005,12,25,120.832,Electric Power,2005-12-25
2006,1,25,141.392,Electric Power,2006-01-25
2006,2,25,127.41,Electric Power,2006-02-25
2006,3,25,130.928,Electric Power,2006-03-25
2006,4,25,138.746,Electric Power,2006-04-25
2006,5,25,149.457,Electric Power,2006-05-25
2006,6,25,146.026,Electric Power,2006-06-25
2006,7,25,133.278,Electric Power,2006-07-25
2006,8,25,120.435,Electric Power,2006-08-25
2006,9,25,103.063,Electric Power,2006-09-25
2006,10,25,103.931,Electric Power,2006-10-25
2006,11,25,115.323,Electric Power,2006-11-25
2006,12,25,121.351,Electric Power,2006-12-25
2007,1,25,140.236,Electric Power,2007-01-25
2007,2,25,107.564,Electric Power,2007-02-25
2007,3,25,131.167,Electric Power,2007-03-25
2007,4,25,128.973,Electric Power,2007-04-25
2007,5,25,136.304,Electric Power,2007-05-25
2007,6,25,125.888,Electric Power,2007-06-25
2007,7,25,124.473,Electric Power,2007-07-25
2007,8,25,117.846,Electric Power,2007-08-25
2007,9,25,99.415,Electric Power,2007-09-25
2007,10,25,101.268,Electric Power,2007-10-25
2007,11,25,103.564,Electric Power,2007-11-25
2007,12,25,115.138,Electric Power,2007-12-25
2008,1,25,126.073,Electric Power,2008-01-25
2008,2,25,115.054,Electric Power,2008-02-25
2008,3,25,132.023,Electric Power,2008-03-25
2008,4,25,131.852,Electric Power,2008-04-25
2008,5,25,148.936,Electric Power,2008-05-25
2008,6,25,157.239,Electric Power,2008-06-25
2008,7,25,144.262,Electric Power,2008-07-25
2008,8,25,126.298,Electric Power,2008-08-25
2008,9,25,105.696,Electric Power,2008-09-25
2008,10,25,107.943,Electric Power,2008-10-25
2008,11,25,110.71,Electric Power,2008-11-25
2008,12,25,135.232,Electric Power,2008-12-25
2009,1,25,141.776,Electric Power,2009-01-25
2009,2,25,118.726,Electric Power,2009-02-25
2009,3,25,140.722,Electric Power,2009-03-25
2009,4,25,150.585,Electric Power,2009-04-25
2009,5,25,160.525,Electric Power,2009-05-25
2009,6,25,160.124,Electric Power,2009-06-25
2009,7,25,140.303,Electric Power,2009-07-25
2009,8,25,129.072,Electric Power,2009-08-25
2009,9,25,114.922,Electric Power,2009-09-25
2009,10,25,129.45,Electric Power,2009-10-25
2009,11,25,135.958,Electric Power,2009-11-25
2009,12,25,151.575,Electric Power,2009-12-25
2010,1,25,142.261,Electric Power,2010-01-25
2010,2,25,128.346,Electric Power,2010-02-25
2010,3,25,143.485,Electric Power,2010-03-25
2010,4,25,138.725,Electric Power,2010-04-25
2010,5,25,155.614,Electric Power,2010-05-25
2010,6,25,172.466,Electric Power,2010-06-25
2010,7,25,151.125,Electric Power,2010-07-25
2010,8,25,136.76,Electric Power,2010-08-25
2010,9,25,125.415,Electric Power,2010-09-25
2010,10,25,128.042,Electric Power,2010-10-25
2010,11,25,143.077,Electric Power,2010-11-25
2010,12,25,154.845,Electric Power,2010-12-25
2011,1,25,157.941,Electric Power,2011-01-25
2011,2,25,156.683,Electric Power,2011-02-25
2011,3,25,182.709,Electric Power,2011-03-25
2011,4,25,184.557,Electric Power,2011-04-25
2011,5,25,189.471,Electric Power,2011-05-25
2011,6,25,188.686,Electric Power,2011-06-25
2011,7,25,176.168,Electric Power,2011-07-25
2011,8,25,157.574,Electric Power,2011-08-25
2011,9,25,137.285,Electric Power,2011-09-25
2011,10,25,143.426,Electric Power,2011-10-25
2011,11,25,152.851,Electric Power,2011-11-25
2011,12,25,160.795,Electric Power,2011-12-25
2012,1,25,167.54,Electric Power,2012-01-25
2012,2,25,146.496,Electric Power,2012-02-25
2012,3,25,177.979,Electric Power,2012-03-25
2012,4,25,170.957,Electric Power,2012-04-25
2012,5,25,181.551,Electric Power,2012-05-25
2012,6,25,175.193,Electric Power,2012-06-25
2012,7,25,166.59,Electric Power,2012-07-25
2012,8,25,153.388,Electric Power,2012-08-25
2012,9,25,133.155,Electric Power,2012-09-25
2012,10,25,142.272,Electric Power,2012-10-25
2012,11,25,146.21,Electric Power,2012-11-25
2012,12,25,173.263,Electric Power,2012-12-25
2013,1,25,178.677,Electric Power,2013-01-25
2013,2,25,156.767,Electric Power,2013-02-25
2013,3,25,168.981,Electric Power,2013-03-25
2013,4,25,185.453,Electric Power,2013-04-25
2013,5,25,195.692,Electric Power,2013-05-25
2013,6,25,184.965,Electric Power,2013-06-25
2013,7,25,177.889,Electric Power,2013-07-25
2013,8,25,155.884,Electric Power,2013-08-25
2013,9,25,143.702,Electric Power,2013-09-25
2013,10,25,151.383,Electric Power,2013-10-25
2013,11,25,160.961,Electric Power,2013-11-25
2013,12,25,169.562,Electric Power,2013-12-25
2014,1,25,186.92,Electric Power,2014-01-25
2014,2,25,155.772,Electric Power,2014-02-25
2014,3,25,198.001,Electric Power,2014-03-25
2014,4,25,200.571,Electric Power,2014-04-25
2014,5,25,194.765,Electric Power,2014-05-25
2014,6,25,197.55,Electric Power,2014-06-25
2014,7,25,182.392,Electric Power,2014-07-25
2014,8,25,159.167,Electric Power,2014-08-25
2014,9,25,147.629,Electric Power,2014-09-25
2014,10,25,160.393,Electric Power,2014-10-25
2014,11,25,180.397,Electric Power,2014-11-25
2014,12,25,179.517,Electric Power,2014-12-25
2015,1,25,186.914,Electric Power,2015-01-25
2015,2,25,177.225,Electric Power,2015-02-25
2015,3,25,189.291,Electric Power,2015-03-25
2015,4,25,189.06,Electric Power,2015-04-25
2015,5,25,181.217,Electric Power,2015-05-25
2015,6,25,171.754,Electric Power,2015-06-25
2015,7,25,179.315,Electric Power,2015-07-25
2015,8,25,170.855,Electric Power,2015-08-25
2015,9,25,156.868,Electric Power,2015-09-25
2015,10,25,164.428,Electric Power,2015-10-25
2015,11,25,186.897,Electric Power,2015-11-25
2015,12,25,203.888,Electric Power,2015-12-25
2016,1,25,203.217,Electric Power,2016-01-25
2016,2,25,205.134,Electric Power,2016-02-25
2016,3,25,224.013,Electric Power,2016-03-25
2016,4,25,211.555,Electric Power,2016-04-25
2016,5,25,206.498,Electric Power,2016-05-25
2016,6,25,191.687,Electric Power,2016-06-25
2016,7,25,194.205,Electric Power,2016-07-25
2016,8,25,176.034,Electric Power,2016-08-25
2016,9,25,169.633,Electric Power,2016-09-25
2016,10,25,180.883,Electric Power,2016-10-25
2016,11,25,185.909,Electric Power,2016-11-25
2016,12,25,213.929,Electric Power,2016-12-25
2017,1,25,219.267,Electric Power,2017-01-25
2017,2,25,210.426,Electric Power,2017-02-25
2017,3,25,253.435,Electric Power,2017-03-25
2017,4,25,246.437,Electric Power,2017-04-25
2017,5,25,253.563,Electric Power,2017-05-25
2017,6,25,239.569,Electric Power,2017-06-25
2017,7,25,212.58,Electric Power,2017-07-25
2017,8,25,189.631,Electric Power,2017-08-25
2017,9,25,187.723,Electric Power,2017-09-25
2017,10,25,203.541,Electric Power,2017-10-25
2017,11,25,202.006,Electric Power,2017-11-25
2017,12,25,211.701,Electric Power,2017-12-25
2018,1,25,234.036,Electric Power,2018-01-25
2018,2,25,222.936,Electric Power,2018-02-25
2018,3,25,243.81,Electric Power,2018-03-25
2018,4,25,248.731,Electric Power,2018-04-25
2018,5,25,253.145,Electric Power,2018-05-25
2018,6,25,249.419,Electric Power,2018-06-25
2018,7,25,212.459,Electric Power,2018-07-25
2018,8,25,212.482,Electric Power,2018-08-25
2018,9,25,190.324,Electric Power,2018-09-25
2018,10,25,198.874,Electric Power,2018-10-25
2018,11,25,206.311,Electric Power,2018-11-25
2018,12,25,216.553,Electric Power,2018-12-25
2019,1,25,224.838,Electric Power,2019-01-25
2019,2,25,207.58,Electric Power,2019-02-25
2019,3,25,239.253,Electric Power,2019-03-25
2019,4,25,253.684,Electric Power,2019-04-25
2019,5,25,261.866,Electric Power,2019-05-25
2019,6,25,239.993,Electric Power,2019-06-25
2019,7,25,231.75,Electric Power,2019-07-25
2019,8,25,216.65,Electric Power,2019-08-25
2019,9,25,210.689,Electric Power,2019-09-25
2019,10,25,215.948,Electric Power,2019-10-25
2019,11,25,208.599,Electric Power,2019-11-25
2019,12,25,218.387,Electric Power,2019-12-25
2020,1,25,237.222,Electric Power,2020-01-25
2020,2,25,246.484,Electric Power,2020-02-25
2020,3,25,244.561,Electric Power,2020-03-25
2020,4,25,244.299,Electric Power,2020-04-25
2020,5,25,270.239,Electric Power,2020-05-25
2020,6,25,267.896,Electric Power,2020-06-25
2020,7,25,245.405,Electric Power,2020-07-25
2020,8,25,231.614,Electric Power,2020-08-25
2020,9,25,206.774,Electric Power,2020-09-25
2020,10,25,223.765,Electric Power,2020-10-25
2020,11,25,242.432,Electric Power,2020-11-25
2020,12,25,241.142,Electric Power,2020-12-25
2021,1,25,247.469,Electric Power,2021-01-25
2021,2,25,220.424,Electric Power,2021-02-25
2021,3,25,278.025,Electric Power,2021-03-25
2021,4,25,262.577,Electric Power,2021-04-25
2021,5,25,275.317,Electric Power,2021-05-25
